study_id,metro_name,dest_airport,dist_mi,verdict,confidence,chosen_freq_wk,chosen_seats,chosen_gauge,margin_pct,fare_down_margin,fuel_down_margin,belf,load_factor,annual_contribution,proposed_share,demand_pax_yr,demand_source,demand_method,implied_vs_anchor_ratio,anchor_2018_pax,share_uncertainty,n_nonstop_incumbents,top_competitor,driver_1,driver_2,driver_service,top_risk,key_assumptions
porter_yyz,"Washington-Arlington-Alexandria, DC-VA-MD-WV",BWI,346.6815262340488,LAUNCH,medium,3,132,E195-E2,32.01577503035496,20.01855885924114,26.605307623961714,0.5704021008569303,0.8390212598755299,1341099.091970226,0.07806602521350382,239424.3782082979,modeled,anchor_x_growth,0.84172517766678,256810.0,False,4,YX,base margin 32.0% vs hurdle 8.0%,modeled share 8% of 239k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),two or more nonstop incumbents; share model optimistic if they respond,transfer factor; fare premium; airport fee proxy
porter_yyz,"Chicago-Naperville-Elgin, IL-IN",ORD,435.2219359200441,LAUNCH,medium,3,132,E195-E2,31.28743098351108,19.16168351001304,25.67017621504181,0.6150528338632787,0.8951096468474126,1447779.9857580326,0.053648921817656015,399882.80947433173,modeled,anchor_x_growth,0.6198128670830035,428920.0,False,6,YX,base margin 31.3% vs hurdle 8.0%,modeled share 5% of 400k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),two or more nonstop incumbents; share model optimistic if they respond,transfer factor; fare premium; airport fee proxy
porter_yyz,"Boston-Cambridge-Newton, MA-NH",BOS,444.67079245201376,LAUNCH,medium,14,132,E195-E2,24.887016218995694,11.631783787053754,18.731148899092204,0.6196379418312541,0.8249411894458083,4970993.983973731,0.2909621259860082,291196.9515919792,modeled,anchor_x_growth,0.9670363890418817,312342.0,False,2,YX,base margin 24.9% vs hurdle 8.0%,modeled share 29% of 291k pax/yr (anchor_x_growth),best schedule: 14x weekly x 132 seats (E195-E2),two or more nonstop incumbents; share model optimistic if they respond,transfer factor; fare premium; airport fee proxy
porter_yyz,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PHL,346.61360430917534,LAUNCH,medium,3,132,E195-E2,23.220612648130878,9.671308997801036,17.11033208102615,0.5703666324724886,0.7428642662366901,861182.5317285729,0.11219147787338199,139500.29092055454,modeled,anchor_x_growth,1.3669577464599119,149630.0,False,5,PT,base margin 23.2% vs hurdle 8.0%,modeled share 11% of 140k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),two or more nonstop incumbents; share model optimistic if they respond,transfer factor; fare premium; airport fee proxy
porter_yyz,"Atlanta-Sandy Springs-Roswell, GA",ATL,740.0502373608789,LAUNCH,medium,3,132,E195-E2,20.04327733988453,5.93326745868767,13.113958676008568,0.7478560579261477,0.9353260527012547,1083401.3787078545,0.11046326117684772,224255.83090309557,modeled,anchor_x_growth,0.6582715258460352,240540.0,False,3,DL,base margin 20.0% vs hurdle 8.0%,modeled share 11% of 224k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),two or more nonstop incumbents; share model optimistic if they respond,transfer factor; fare premium; airport fee proxy
porter_yyz,"Hartford-West Hartford-East Hartford, CT",BDL,371.6368919556124,MONITOR,low,3,132,E195-E2,37.51833785037773,26.49216217691497,32.504554844646904,0.5833043304090931,0.9335608406387753,1766155.2746487295,0.7895554311016594,31129.550984677648,modeled,anchor_x_growth,2.1823163506149923,33390.0,True,0,OH,base margin 37.5% vs hurdle 8.0%,modeled share 79% of 31k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
porter_yyz,"Milwaukee-Waukesha, WI",MKE,418.4942384553045,MONITOR,low,3,132,E195-E2,33.15759655926885,21.361878305022177,27.718217740880416,0.6068529154530206,0.907886138461664,1546151.377036329,0.8567229200995943,26048.507173162427,modeled,anchor_x_growth,2.5596953644124603,27940.0,True,0,OO,base margin 33.2% vs hurdle 8.0%,modeled share 86% of 26k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),modeled share exceeds 70% with no nonstop incumbent: incomplete competition likely; capped at MONITOR,transfer factor; fare premium; airport fee proxy
porter_yyz,"Cincinnati, OH-KY-IN",CVG,412.72067859357503,MONITOR,medium,3,132,E195-E2,5.951821557833551,-10.644915814313473,-1.688992601531459,0.6039978697300804,0.6422217630738059,195882.3556196452,0.2824375158928539,47006.647518641716,modeled,anchor_x_growth,1.6545715883714285,50420.0,False,1,9E,base margin 6.0% vs hurdle 8.0%,modeled share 28% of 47k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
porter_yyz,"Dallas-Fort Worth-Arlington, TX",DFW,1198.275063007232,PASS,medium,3,132,E195-E2,-0.13007095219765014,-17.80008347317369,-9.197048584193789,0.9019985632095665,0.9008268491492261,-7844.903423319367,0.12124906495544477,179990.1501378217,modeled,anchor_x_growth,1.0548401852130191,193060.0,False,3,DL,base margin -0.1% vs hurdle 8.0%,modeled share 12% of 180k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),break-even load factor leaves little room below plan,transfer factor; fare premium; airport fee proxy
porter_yyz,"Indianapolis-Carmel-Greenwood, IN",IND,439.12313633923236,PASS,medium,3,132,E195-E2,-3.5268121624147506,-21.79624960284088,-11.998940634277032,0.6169499678423637,0.5959325463189973,-108815.4702187259,0.3661883279131764,33553.53518833628,modeled,anchor_x_growth,2.5732255516298967,35990.0,False,1,9E,base margin -3.5% vs hurdle 8.0%,modeled share 37% of 34k pax/yr (anchor_x_growth),best schedule: 3x weekly x 132 seats (E195-E2),demand anchored to the 2018 StatCan actual scaled by T-100 corridor growth; the 2018 survey is the last transborder O&D truth,transfer factor; fare premium; airport fee proxy
